venue_id,venue_name,address,city,state,phone,website,category,rating,price,hours,description,facebook_page,social_media_url,source,is_scrapable,needs_website,newsletter_signup_url,newsletter_subscribed,newsletter_checked_at,last_scraped_at,created_at,updated_at,Business Type,Experience Category,Incentive Category,Incentive Teaser,Full Incentive Description,Days / Timing Restrictions,Group Friendly?,Psychological Motivator Type,Estimated Perceived Value ($ range),Expiration / Ongoing,Source URL,Notes
ChIJTxyVpi4p3YARvz8n4dUHaEw,Olive Garden Italian Restaurant,"6874 Katella Avenue, Cypress",Cypress,CA,,,Restaurants & Food,4.4,$$,,"meal_takeaway, restaurant, bar",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.351324+00:00,2026-03-24T14:55:02.116457+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJi-BkCvezwoARpd2WMXDvy4U,Olive Garden Italian Restaurant,"2610 North Sepulveda Boulevard, Manhattan Beach",Manhattan Beach,CA,,,Bar,4.4,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:27:07.249983+00:00,2026-03-24T14:27:07.249983+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJKyP8GfLo3IARZVZiRJDGn0w,Olive Garden Italian Restaurant,"24256 El Toro Road #1, Laguna Hills",Laguna Hills,CA,,,Restaurants & Food,4.3,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.351324+00:00,2026-03-24T14:55:02.116457+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJ65lw0njNwoARfRjwee9H2VQ,Olive Garden Italian Restaurant,"9253 Firestone Boulevard, Downey",Downey,CA,,,Restaurants & Food,4.4,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:03.326007+00:00,2026-03-24T14:55:02.116457+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJd084YhOVwoAREKc_TS0f7pE,Olive Garden Italian Restaurant,"1741 North Victory Place, Burbank",Burbank,CA,,,Bar,4.3,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T18:02:40.489159+00:00,2026-04-06T18:02:40.489159+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJ62VkenEt3YAR4OJMajQDpVc,Olive Garden Italian Restaurant,"11171 183rd St, Cerritos, CA 90703, USA",Cerritos,CA,(562) 860-8855,https://www.olivegarden.com/locations/ca/cerritos/cerritos-ca-los-cerritos-center/1071?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:cerritos-ca-1071_pl:locurl_rd:1041,Bar,4.4,$$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2200""},""open"":{""day"":0,""time"":""1100""}},{""close"":{""day"":1,""time"":""2200""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""2200""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""2200""}","bar, establishment, food",,,google_places,TRUE,FALSE,,FALSE,,,2025-12-16T16:38:00.470254+00:00,2026-03-17T15:26:18.695031+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJuTYvL4tx3IARUi1Ti_KVBHg,Olive Garden Italian Restaurant,"1884 Marron Road, Carlsbad",Carlsbad,CA,,,Restaurants & Food,4.3,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-09T15:02:44.192372+00:00,2026-04-09T15:02:44.192372+00:00,,,bogo,"Buy One, Take One — Entrée Starting at $13.99",Dine in and get a second entrée to take home for free. Choose from select pasta and entrée options. No app or account required — available in-restaurant during promotional period.,Available during current promotional period — check olivegarden.com for active dates During regular dining hours,,,,,https://www.olivegarden.com/specials/buy-one-take-one,
ChIJX4xztMfa3IARKRwdfH0CzSc,Orange County Zoo,"1 Irvine Park Rd, Orange, CA 92869, USA",Orange,CA,(714) 973-6840,http://www.ocparks.com/oczoo/,Sports,4.7,,"{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""1630""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""1530""},""open"":{""day"":1,""time"":""1000""}},{""close"":{""day"":2,""time"":""1530""},""open"":{""day"":2,""time"":""1000""}},{""close"":{""day"":3,""time"":""1530""","establishment, park, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-06T16:02:26.035578+00:00,2026-03-17T15:26:18.695031+00:00,,,discount,Free Zoo Admission for Children Under 3,"Children ages 2 and under are admitted to the Orange County Zoo for free. No coupon or registration required. Standard admission applies to all other visitors: $2 for children ages 3–15, $5 for adults (16+), and $4 for seniors (60+).",Daily 10:00 AM – 3:30 PM (Mon–Fri); 10:00 AM – 4:30 PM (Sat–Sun),,,,,http://www.ocparks.com/oczoo/admission,
ChIJbWQ8-Ogr3YARYuHgp6qD5K0,Outback Steakhouse,"7575 Beach Boulevard, Buena Park",Buena Park,CA,,,Restaurants & Food,4.6,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJhYAMUeT92oAR70LMFLCRgY0,Outback Steakhouse,"72-220 California 111, Palm Desert",Palm Desert,CA,,,Restaurants & Food,4.4,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.630206+00:00,2026-04-06T15:26:03.630206+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJVaU8v9DSwoARh9mFZ2ClVAk,Outback Steakhouse,"12850 Norwalk Boulevard, Norwalk",Norwalk,CA,,,Bar,4.7,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:28:42.870835+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJ-SWdNdzbwoAR9pL6YgFUpVI,Outback Steakhouse,"166 East Huntington Drive, Arcadia",Arcadia,CA,,,Restaurants & Food,4.2,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.949448+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJmyySFgxM6IAR_W3-V-B0Oic,Outback Steakhouse,"2341 Lockwood Street, Oxnard",Oxnard,CA,,,Bar,4.3,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.81313+00:00,2026-04-06T15:26:03.81313+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJB3SRKTJmlIAROStWXsgQ80Q,Outback Steakhouse,"2765 West Shaw Avenue, Fresno",Fresno,CA,,,Restaurants & Food,4.2,$$,,"meal_takeaway, restaurant, bar",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:59.184585+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJPx49zxVmw4AR8QDzDmKk9hs,Outback Steakhouse,"12400-B Amargosa Road, Victorville",Victorville,CA,,,Restaurants & Food,4.2,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.81313+00:00,2026-04-06T15:26:03.81313+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJwbD6hvpB6oARwWmhgE5y0rQ,Outback Steakhouse,"5051 Stockdale Highway, Bakersfield",Bakersfield,CA,,,Restaurants & Food,4.3,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:38.031809+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJsWHlooOs3IAR9NnNTIRwJNo,Outback Steakhouse,"620 East Hospitality Lane, San Bernardino",San Bernardino,CA,,,Restaurants & Food,4.5,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:22.90502+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJs4sQtS5L3YARibK8aPeh7PU,Outback Steakhouse,"3525 West Carson Street #159, Torrance",Torrance,CA,,,Restaurants & Food,4.1,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:27:07.249983+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJ35AICfYA3IARch_DO9AsU3k,Outback Steakhouse,"4196 Clairemont Mesa Boulevard, San Diego",San Diego,CA,,,Restaurants & Food,4.3,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJUczW0TPp3IARX1ttuavAPDQ,Outback Steakhouse,"25322 Cabot Road, Laguna Hills",Laguna Hills,CA,,,Restaurants & Food,4.5,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:52:07.449356+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJtxePYAkow4ARygg0KgmePYQ,Outback Steakhouse,"1476 North Azusa Avenue, Covina",Covina,CA,,,Bar,4.6,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:52:01.584013+00:00,2026-03-24T14:52:01.584013+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJjfyxxvrX3IAR3T-vxQMcUJo,Outback Steakhouse,"12001 Harbor Boulevard, Garden Grove",Garden Grove,CA,,,Bar,4.3,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:34.384549+00:00,2026-03-24T14:51:34.384549+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJs2n-qRlV2YARIKhciG97OmQ,Outback Steakhouse,"1640 Camino Del Rio North, San Diego",San Diego,CA,,,Bar,4.3,$$,,"bar, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:05.711439+00:00,2026-03-24T14:51:05.711439+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJv3n82ScvlYARTwCA7NJL4LA,Outback Steakhouse,"4004 South Mooney Boulevard, Visalia",Visalia,CA,,,Restaurants & Food,4.3,$$,,"meal_takeaway, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.957975+00:00,2026-04-06T15:26:03.957975+00:00,Restaurant,Australian/Steakhouse,Weekday Special,Walkabout Wednesday $13.99,Choose a steak or chicken entrée with Aussie fries plus a 16‑oz domestic draft beer or Coca‑Cola product starting at $13.99.,Wednesdays,Yes,Bundle Deal,$13.99,Ongoing,https://www.outback.com/offers/walkabout-wednesday,Beverage substitution may apply. Source: 【196929945484870†L16-L41】
ChIJeSXNVTBV2YARXCG7uTNITNk,P.F. Chang's,"7077 Friars Road, San Diego",San Diego,CA,,,Restaurants & Food,4.4,$$,,"meal_delivery, meal_takeaway, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Asian Fusion,Happy Hour | Weekly Special | Chef’s Feast | Lunch Special | Dinner Special,Half-priced appetizers and drinks,Half‑priced Chicken Lettuce Wraps || Half‑priced BBQ Spare Ribs || Half‑priced Crab Wontons || Half‑priced Dumplings || Pink Lotus Cosmo $8.99 || Zen Margarita $8.99 || Select Beer $5.99 || Select Wine $6.99 || Wine Wednesday – half‑price bottles || Chef’,Mon–Fri 3PM–6PM | Wednesdays | Daily | Daily open–3PM | Daily after 3PM,Yes,Discount (50% off) | Price Discount | Value Meal,50% off | $8.99 | $5.99 | $6.99 | $19.99+ | $13.99+ | $16.99+,Ongoing,https://www.pfchangs.com/happy-hour | https://www.pfchangs.com/chefs-feast | https://www.pfchangs.com/menu/lunch-dinner,Dine‑in only. Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L85-L92】 | Available for dine‑in and online ordering; cannot be combined with other promotions. Source: 【947179024062215†L34-L123】 | Price may vary
ChIJXZ4aT4bg3IAR5zDTI8DIBuM,P.F. Chang's,"1145 Newport Center Drive, Newport Beach",Newport Beach,CA,,,Restaurants & Food,4.5,$$,,"meal_takeaway, meal_delivery, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:52:37.534656+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Asian Fusion,Happy Hour | Weekly Special | Chef’s Feast | Lunch Special | Dinner Special,Half-priced appetizers and drinks,Half‑priced Chicken Lettuce Wraps || Half‑priced BBQ Spare Ribs || Half‑priced Crab Wontons || Half‑priced Dumplings || Pink Lotus Cosmo $8.99 || Zen Margarita $8.99 || Select Beer $5.99 || Select Wine $6.99 || Wine Wednesday – half‑price bottles || Chef’,Mon–Fri 3PM–6PM | Wednesdays | Daily | Daily open–3PM | Daily after 3PM,Yes,Discount (50% off) | Price Discount | Value Meal,50% off | $8.99 | $5.99 | $6.99 | $19.99+ | $13.99+ | $16.99+,Ongoing,https://www.pfchangs.com/happy-hour | https://www.pfchangs.com/chefs-feast | https://www.pfchangs.com/menu/lunch-dinner,Dine‑in only. Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L85-L92】 | Available for dine‑in and online ordering; cannot be combined with other promotions. Source: 【947179024062215†L34-L123】 | Price may vary
ChIJATN5HsPX3IARJLJX9__VqaE,P.F. Chang's,"321 West Katella Avenue Suite 120, Anaheim",Anaheim,CA,,,Restaurants & Food,4.2,$$,,"meal_takeaway, meal_delivery, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.949448+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Asian Fusion,Happy Hour | Weekly Special | Chef’s Feast | Lunch Special | Dinner Special,Half-priced appetizers and drinks,Half‑priced Chicken Lettuce Wraps || Half‑priced BBQ Spare Ribs || Half‑priced Crab Wontons || Half‑priced Dumplings || Pink Lotus Cosmo $8.99 || Zen Margarita $8.99 || Select Beer $5.99 || Select Wine $6.99 || Wine Wednesday – half‑price bottles || Chef’,Mon–Fri 3PM–6PM | Wednesdays | Daily | Daily open–3PM | Daily after 3PM,Yes,Discount (50% off) | Price Discount | Value Meal,50% off | $8.99 | $5.99 | $6.99 | $19.99+ | $13.99+ | $16.99+,Ongoing,https://www.pfchangs.com/happy-hour | https://www.pfchangs.com/chefs-feast | https://www.pfchangs.com/menu/lunch-dinner,Dine‑in only. Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L85-L92】 | Available for dine‑in and online ordering; cannot be combined with other promotions. Source: 【947179024062215†L34-L123】 | Price may vary
ChIJ9ww6YSoH3IARov4rlUC5DD0,P.F. Chang's,"4540 La Jolla Village Drive, San Diego",San Diego,CA,,,Restaurants & Food,4.2,$$,,"meal_takeaway, meal_delivery, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.054196+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Asian Fusion,Happy Hour | Weekly Special | Chef’s Feast | Lunch Special | Dinner Special,Half-priced appetizers and drinks,Half‑priced Chicken Lettuce Wraps || Half‑priced BBQ Spare Ribs || Half‑priced Crab Wontons || Half‑priced Dumplings || Pink Lotus Cosmo $8.99 || Zen Margarita $8.99 || Select Beer $5.99 || Select Wine $6.99 || Wine Wednesday – half‑price bottles || Chef’,Mon–Fri 3PM–6PM | Wednesdays | Daily | Daily open–3PM | Daily after 3PM,Yes,Discount (50% off) | Price Discount | Value Meal,50% off | $8.99 | $5.99 | $6.99 | $19.99+ | $13.99+ | $16.99+,Ongoing,https://www.pfchangs.com/happy-hour | https://www.pfchangs.com/chefs-feast | https://www.pfchangs.com/menu/lunch-dinner,Dine‑in only. Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L85-L92】 | Available for dine‑in and online ordering; cannot be combined with other promotions. Source: 【947179024062215†L34-L123】 | Price may vary
ChIJUT5G_C8x3YAR6cI5OGOxqBw,P.F. Chang's,"340 S Pine Ave, Long Beach, CA 90802, USA",Long Beach,CA,(562) 308-1025,https://locations.pfchangs.com/ca/longbeach/340-s-pine-ave.html?utm_source=google_gbp&utm_medium=organic,Restaurants & Food,4.3,$$,"{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""2200""},""open"":{""day"":0,""time"":""1100""}},{""close"":{""day"":1,""time"":""2200""},""open"":{""day"":1,""time"":""1100""}},{""close"":{""day"":2,""time"":""2200""},""open"":{""day"":2,""time"":""1100""}},{""close"":{""day"":3,""time"":""2200""","establishment, food, meal_delivery",,,google_places,TRUE,FALSE,,FALSE,,,2025-11-25T00:31:23.436009+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,Asian Fusion,Happy Hour | Weekly Special | Chef’s Feast | Lunch Special | Dinner Special,Half-priced appetizers and drinks,Half‑priced Chicken Lettuce Wraps || Half‑priced BBQ Spare Ribs || Half‑priced Crab Wontons || Half‑priced Dumplings || Pink Lotus Cosmo $8.99 || Zen Margarita $8.99 || Select Beer $5.99 || Select Wine $6.99 || Wine Wednesday – half‑price bottles || Chef’,Mon–Fri 3PM–6PM | Wednesdays | Daily | Daily open–3PM | Daily after 3PM,Yes,Discount (50% off) | Price Discount | Value Meal,50% off | $8.99 | $5.99 | $6.99 | $19.99+ | $13.99+ | $16.99+,Ongoing,https://www.pfchangs.com/happy-hour | https://www.pfchangs.com/chefs-feast | https://www.pfchangs.com/menu/lunch-dinner,Dine‑in only. Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L30-L83】 | Source: 【86302309861465†L85-L92】 | Available for dine‑in and online ordering; cannot be combined with other promotions. Source: 【947179024062215†L34-L123】 | Price may vary
ChIJt8MQedQO3IARMrXdIhREXKI,Pacific Coast Grill,"2526 South Coast Highway 101, Cardiff",Cardiff,CA,,,Restaurants & Food,4.6,$$$,,"restaurant, food, bar",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-07T12:02:55.925978+00:00,2026-04-07T12:02:55.925978+00:00,,,happy_hour,Happy Hour — Discounted Drinks & Appetizers,"Pacific Coast Grill offers a daily Happy Hour at the bar and lounge with reduced pricing on cocktails, wine, beer, and select appetizers. Available every day during early evening hours.",Daily 3:00 PM – 6:00 PM,,,,,https://www.pacificcoastgrill.com/happy-hour,
ChIJdShDN_fAwoARlRtwHmyGais,Pacific Park on the Santa Monica Pier,"380 Santa Monica Pier, Santa Monica",Santa Monica,CA,,,Amusement,4.6,,,"amusement_park, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-09T15:17:22.310905+00:00,,,discount,Unlimited Ride Wristband — $34.99 Online vs. $39.99 Walk-Up,Purchase an Unlimited Ride Wristband online in advance for $34.99 and save $5 compared to the $39.99 walk-up price. No promo code required — discount is applied automatically at online checkout. Grants unlimited access to all rides for the day.,Any day the park is open During regular park hours,,,,,https://www.pacpark.com/tickets/,
ChIJ-bYp3iYL2YARjH_4lthJi_g,Pacific Southwest Railway Museum,"750 Depot Street, Campo",Campo,CA,,,Amusement,,,,"tourist_attraction, museum, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:46:38.100519+00:00,2026-04-20T15:46:38.100519+00:00,,,discount,Children Under 6 Ride Free,Children ages 5 and under ride the historic train for free. No ticket purchase required for this age group. General admission train ride tickets are $20 for adults and $10 for children ages 6–12.,Weekends and select special event days when trains operate During scheduled operating hours,,,,,https://www.psrm.org/visit/tickets/,
ChIJd394tMpswYARTVc_yX7qSVI,Papa Johns Pizza,"820 North China Lake Boulevard Suite A, Ridgecrest",Ridgecrest,CA,,,Restaurants & Food,3.6,$,,"restaurant, food, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.843145+00:00,2026-04-06T15:28:43.843145+00:00,,,discount,Large 2-Topping Pizza for $9.99,Order a large 2-topping pizza for just $9.99. Available for carryout orders. No app or account required — offer is publicly listed on the Papa Johns website.,Any day During store hours,,,,,https://www.papajohns.com/order/deals,
ChIJUVwUzhq0woARsV46DNqjgG4,Paul Martin's American Grill,"2361 Rosecrans Avenue, El Segundo",El Segundo,CA,,,Restaurants & Food,4.4,$$,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Restaurant,American,Happy Hour,Happy Hour Discounts $4-12,Cajun Fries $4 || Sweet Potato Fries $4 || Margherita Flatbread $8 || Deviled Eggs $8 || Buffalo Cauliflower Bites $8 || Hoisin Ribs $12,Sun–Thu 3PM–6PM; Fri–Sat 2PM–6PM,Yes,Price Discount,$4 | $8 | $12,Ongoing,https://paulmartinsamericangrill.com/menus/happy-hour/,Dine‑in only. Source: 【272154111071633†L71-L72】【272154111071633†L73-L134】【272154111071633†L173-L248】
